"REGIONE";"PROVINCIA";"COMUNE";"SPECIE";"DATA_SOSPETTO";"DATA_CONFERMA";"LONGITUDINE";"LATITUDINE";"ESITO";"DATA_PRELIEVO";"DATA"
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.23703;44.368191;"N";2022-03-08;2022-03-08 10:00:00
"LOMBARDIA";"PV";"BRALLO DI PREGOLA";"CINGHIALE(SELVATICI)";NA;NA;9.246175;44.751326;"N";2022-01-29;2022-01-30 00:00:00
"PIEMONTE";"AT";"PORTACOMARO";"CINGHIALE(SELVATICI)";NA;NA;8.280703;44.937236;"N";2022-01-18;2022-01-19 00:00:00
"LOMBARDIA";"PV";"VOGHERA";"SUINI(DOMESTICI)";NA;NA;8.995511;45.007473;"N";2022-01-19;2022-01-20 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.019486;44.384319;"N";2022-01-09;2022-01-09 08:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.194668;44.895498;"N";2022-02-04;2022-02-05 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.94739;44.4194;"N";2022-03-15;2022-03-16 00:00:00
"PIEMONTE";"AL";"CASSINELLE";"CINGHIALE(SELVATICI)";NA;NA;8.566162;44.582403;"N";2022-02-03;2022-02-03 19:00:00
"LIGURIA";"SV";"BERGEGGI";"CINGHIALE(SELVATICI)";NA;NA;8.440218;44.244911;"N";2022-03-02;2022-03-03 00:00:00
"LIGURIA";"GE";"RECCO";"CINGHIALE(SELVATICI)";NA;NA;9.148564;44.369475;"N";2022-04-13;2022-04-13 14:00:00
"LIGURIA";"SV";"COSSERIA";"CINGHIALE(SELVATICI)";NA;NA;8.240704;44.372283;"N";2022-04-14;2022-04-14 12:15:00
"PIEMONTE";"AL";"OVADA";"CINGHIALE(SELVATICI)";NA;NA;8.638839;44.656263;"N";2022-04-09;2022-04-09 11:15:00
"PIEMONTE";"AT";"INCISA SCAPACCINO";"CINGHIALE(SELVATICI)";NA;NA;8.38975;44.800479;"N";2022-01-23;2022-01-23 22:30:00
"LOMBARDIA";"PV";"STRADELLA";"CINGHIALE(SELVATICI)";NA;NA;9.302257;45.078975;"N";2022-03-20;2022-03-21 00:00:00
"EMILIA-ROMAGNA";"PC";"CORTEMAGGIORE";"SUINI(DOMESTICI)";NA;NA;9.92658;45.00296;"N";2022-01-25;2022-01-25 10:00:00
"LIGURIA";"GE";"FONTANIGORDA";"CINGHIALE(SELVATICI)";NA;NA;9.291295;44.547021;"N";2022-03-22;2022-03-23 00:00:00
"PIEMONTE";"AT";"MONTEGROSSO D'ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.208145;44.83002;"N";2022-04-05;2022-04-05 09:30:00
"PIEMONTE";"AL";"BISTAGNO";"CINGHIALE(SELVATICI)";NA;NA;8.368943;44.660504;"N";2022-01-12;2022-01-12 11:00:00
"LIGURIA";"GE";"VOBBIA";"CINGHIALE(SELVATICI)";NA;NA;9.063145;44.612553;"N";2022-04-08;2022-04-09 00:00:00
"PIEMONTE";"AL";"ROCCA GRIMALDA";"CINGHIALE(SELVATICI)";NA;NA;8.639821;44.686204;"N";2022-03-01;2022-03-01 09:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.191708;44.882244;"N";2022-02-25;2022-02-26 00:00:00
"EMILIA-ROMAGNA";"PC";"PIACENZA";"CINGHIALE(SELVATICI)";NA;NA;9.633984;45.03395;"N";2022-02-28;2022-03-01 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.95386;44.41382;"N";2022-04-16;2022-04-16 18:30:00
"LIGURIA";"GE";"CAMOGLI";"CINGHIALE(SELVATICI)";NA;NA;9.178426;44.319068;"N";2022-04-12;2022-04-12 11:00:00
"LIGURIA";"SV";"ALBENGA";"CINGHIALE(SELVATICI)";NA;NA;8.211072;44.036958;"N";2022-01-24;2022-01-24 14:00:00
"LOMBARDIA";"PV";"STRADELLA";"CINGHIALE(SELVATICI)";NA;NA;9.302257;45.078975;"N";2022-02-12;2022-02-13 00:00:00
"LOMBARDIA";"PV";"SCALDASOLE";"CINGHIALE(SELVATICI)";NA;NA;8.908054;45.123545;"N";2022-04-22;2022-04-23 00:00:00
"LIGURIA";"GE";"SANTA MARGHERITA LIGURE";"CINGHIALE(SELVATICI)";NA;NA;9.207399;44.311488;"N";2022-04-20;2022-04-20 14:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.01203;44.390323;"N";2022-05-03;2022-05-03 14:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.987446;44.403564;"N";2022-02-28;2022-03-01 00:00:00
"LIGURIA";"GE";"SORI";"CINGHIALE(SELVATICI)";NA;NA;9.115705;44.387169;"N";2022-03-19;2022-03-20 00:00:00
"PIEMONTE";"AL";"ALESSANDRIA";"CINGHIALE(SELVATICI)";NA;NA;8.613761;44.943993;"N";2022-04-07;2022-04-07 12:12:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.98059;44.439596;"N";2022-01-12;2022-01-12 12:00:00
"PIEMONTE";"AL";"BISTAGNO";"CINGHIALE(SELVATICI)";NA;NA;8.368943;44.660504;"N";2022-01-12;2022-01-12 11:00:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.140561;43.961292;"N";2022-01-14;2022-01-15 00:00:00
"PIEMONTE";"AT";"ASTI";"CINGHIALE(SELVATICI)";NA;NA;8.16146;44.93259;"N";2022-03-04;2022-03-04 11:30:00
"EMILIA-ROMAGNA";"PC";"BOBBIO";"CINGHIALE(SELVATICI)";NA;NA;9.38595;44.770088;"N";2022-01-20;2022-01-20 11:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.191708;44.882244;"N";2022-01-11;2022-01-12 00:00:00
"LOMBARDIA";"PV";"LANDRIANO";"SUINI(DOMESTICI)";NA;NA;9.254659;45.31414;"N";2022-03-19;2022-03-20 00:00:00
"PIEMONTE";"CN";"FOSSANO";"CINGHIALE(SELVATICI)";NA;NA;7.700518;44.50831;"N";2022-01-17;2022-01-17 11:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.937342;44.412004;"N";2022-04-28;2022-04-28 15:00:00
"PIEMONTE";"AL";"POZZOLO FORMIGARO";"CINGHIALE(SELVATICI)";NA;NA;8.780196;44.811065;"N";2022-03-10;2022-03-10 10:00:00
"PIEMONTE";"CN";"CUNEO";"CINGHIALE(SELVATICI)";NA;NA;7.55001;44.404378;"N";2022-01-09;2022-01-09 01:00:00
"PIEMONTE";"AL";"BISTAGNO";"CINGHIALE(SELVATICI)";NA;NA;8.368943;44.660504;"N";2022-01-12;2022-01-12 11:00:00
"PIEMONTE";"CN";"POCAPAGLIA";"CINGHIALE(SELVATICI)";NA;NA;7.865108;44.732907;"N";2022-03-15;2022-03-15 17:45:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.140561;43.961292;"N";2022-01-14;2022-01-15 00:00:00
"PIEMONTE";"AL";"ACQUI TERME";"CINGHIALE(SELVATICI)";NA;NA;8.483519;44.666542;"N";2022-02-02;2022-02-02 13:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"LOMBARDIA";"PV";"CANDIA LOMELLINA";"CINGHIALE(SELVATICI)";NA;NA;8.594426;45.176571;"N";2022-03-02;2022-03-03 00:00:00
"PIEMONTE";"AL";"QUARGNENTO";"CINGHIALE(SELVATICI)";NA;NA;8.454302;44.931039;"N";2022-05-02;2022-05-02 15:00:00
"PIEMONTE";"AL";"FELIZZANO";"CINGHIALE(SELVATICI)";NA;NA;8.414933;44.88114;"N";2022-04-25;2022-04-25 23:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.889674;44.421082;"N";2022-04-23;2022-04-23 20:00:00
"EMILIA-ROMAGNA";"PC";"CASTELL'ARQUATO";"CINGHIALE(SELVATICI)";NA;NA;9.85597;44.88337;"N";2022-03-23;2022-03-23 17:00:00
"LOMBARDIA";"PV";"BAGNARIA";"CINGHIALE(SELVATICI)";NA;NA;9.119962;44.827666;"N";2022-01-23;2022-01-24 00:00:00
"LOMBARDIA";"PV";"ZERBOLO'";"CINGHIALE(SELVATICI)";NA;NA;9.0224;45.206338;"N";2022-01-24;2022-01-25 00:00:00
"LOMBARDIA";"PV";"CAVA MANARA";"CINGHIALE(SELVATICI)";NA;NA;9.105515;45.140966;"N";2022-04-15;2022-04-16 00:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"PIEMONTE";"AL";"FUBINE MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.451877;44.947945;"N";2022-01-25;2022-01-26 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.937342;44.412004;"N";2022-04-28;2022-04-28 15:00:00
"LOMBARDIA";"PV";"ARENA PO";"CINGHIALE(SELVATICI)";NA;NA;9.43202;45.090872;"N";2022-02-22;2022-02-23 00:00:00
"PIEMONTE";"AL";"PIETRA MARAZZI";"CINGHIALE(SELVATICI)";NA;NA;8.674774;44.943849;"N";2022-04-21;2022-04-22 00:00:00
"PIEMONTE";"AT";"AGLIANO TERME";"CINGHIALE(SELVATICI)";NA;NA;8.231444;44.767593;"N";2022-04-25;2022-04-25 23:30:00
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.238996;44.35964;"N";2022-04-25;2022-04-26 00:00:00
"PIEMONTE";"CN";"VERDUNO";"CINGHIALE(SELVATICI)";NA;NA;7.937061;44.682539;"N";2022-02-23;2022-02-23 16:45:00
"PIEMONTE";"AT";"BUBBIO";"CINGHIALE(SELVATICI)";NA;NA;8.289506;44.669615;"N";2022-02-27;2022-02-27 10:00:00
"PIEMONTE";"AL";"ALICE BEL COLLE";"CINGHIALE(SELVATICI)";NA;NA;8.454726;44.714286;"N";2022-03-08;2022-03-08 14:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-04;2022-03-04 11:00:00
"PIEMONTE";"AL";"VOLPEDO";"SUINI(DOMESTICI)";NA;NA;9.008274;44.887529;"N";2022-01-12;2022-01-12 12:00:00
"PIEMONTE";"AL";"ACQUI TERME";"CINGHIALE(SELVATICI)";NA;NA;8.481478;44.665334;"N";2022-01-14;2022-01-14 17:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;9.015227;44.44914;"N";2022-03-25;2022-03-26 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.974997;44.401584;"N";2022-03-15;2022-03-16 00:00:00
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.251742;44.348716;"N";2022-04-19;2022-04-19 13:00:00
"LIGURIA";"SV";"SASSELLO";"CINGHIALE(SELVATICI)";NA;NA;8.49182;44.500224;"N";2022-04-14;2022-04-14 11:00:00
"PIEMONTE";"AL";"MASIO";"CINGHIALE(SELVATICI)";NA;NA;8.450048;44.882162;"N";2022-04-09;2022-04-09 11:00:00
"PIEMONTE";"AT";"AGLIANO TERME";"CINGHIALE(SELVATICI)";NA;NA;8.239193;44.809111;"N";2022-04-20;2022-04-20 23:40:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.898219;44.442217;"N";2022-04-20;2022-04-20 14:50:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.137979;43.979039;"N";2022-04-25;2022-04-25 11:30:00
"LIGURIA";"GE";"SORI";"CINGHIALE(SELVATICI)";NA;NA;9.114249;44.368249;"N";2022-03-23;2022-03-24 00:00:00
"PIEMONTE";"CN";"MONDOVI'";"CINGHIALE(SELVATICI)";NA;NA;7.819671;44.395343;"N";2022-03-20;2022-03-20 22:45:00
"PIEMONTE";"AL";"CARPENETO";"CINGHIALE(SELVATICI)";NA;NA;8.62156;44.687012;"N";2022-03-09;2022-03-09 08:45:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.191708;44.882244;"N";2022-01-11;2022-01-12 00:00:00
"PIEMONTE";"AL";"ALESSANDRIA";"CINGHIALE(SELVATICI)";NA;NA;8.627129;44.953697;"N";2022-01-12;2022-01-12 15:00:00
"PIEMONTE";"CN";"MONTEROSSO GRANA";"CINGHIALE(SELVATICI)";NA;NA;7.320002;44.4092;"N";2022-03-17;2022-03-17 10:30:00
"LIGURIA";"GE";"CARASCO";"CINGHIALE(SELVATICI)";NA;NA;9.358883;44.346785;"N";2022-03-06;2022-03-07 00:00:00
"LIGURIA";"SV";"ANDORA";"CINGHIALE(SELVATICI)";NA;NA;8.136151;43.952486;"N";2022-04-03;2022-04-04 00:00:00
"PIEMONTE";"AT";"CORTIGLIONE";"CINGHIALE(SELVATICI)";NA;NA;8.372258;44.830021;"N";2022-03-25;2022-03-25 10:00:00
"LOMBARDIA";"PV";"ARENA PO";"CINGHIALE(SELVATICI)";NA;NA;9.43202;45.090872;"N";2022-02-22;2022-02-23 00:00:00
"LIGURIA";"SV";"TOIRANO";"CINGHIALE(SELVATICI)";NA;NA;8.15971;44.140258;"N";2022-03-24;2022-03-24 19:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.967218;44.397186;"N";2022-03-21;2022-03-21 04:00:00
"PIEMONTE";"AT";"INCISA SCAPACCINO";"CINGHIALE(SELVATICI)";NA;NA;8.364388;44.813341;"N";2022-02-25;2022-02-25 10:30:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.813336;44.431619;"N";2022-02-17;2022-02-17 10:00:00
"PIEMONTE";"AT";"ANTIGNANO";"CINGHIALE(SELVATICI)";NA;NA;8.169474;44.836804;"N";2022-02-16;2022-02-16 14:30:00
"PIEMONTE";"CN";"PEVERAGNO";"CINGHIALE(SELVATICI)";NA;NA;7.59607;44.3191;"N";2022-01-10;2022-01-10 11:00:00
"LIGURIA";"GE";"USCIO";"CINGHIALE(SELVATICI)";NA;NA;9.167799;44.411912;"N";2022-03-22;2022-03-22 15:00:00
"LIGURIA";"SV";"COSSERIA";"CINGHIALE(SELVATICI)";NA;NA;8.268146;44.362588;"N";2022-03-17;2022-03-18 00:00:00
"LIGURIA";"SV";"MILLESIMO";"CINGHIALE(SELVATICI)";NA;NA;8.209481;44.349389;"N";2022-01-11;2022-01-12 00:00:00
"LIGURIA";"GE";"BARGAGLI";"CINGHIALE(SELVATICI)";NA;NA;9.10218;44.430769;"N";2022-03-03;2022-03-03 12:00:00
"LOMBARDIA";"PV";"STRADELLA";"CINGHIALE(SELVATICI)";NA;NA;9.336935;45.069447;"N";2022-01-22;2022-01-23 00:00:00
"EMILIA-ROMAGNA";"PC";"MONTICELLI D'ONGINA";"SUINI(DOMESTICI)";NA;NA;9.93822;45.061719;"N";2022-04-05;2022-04-05 11:00:00
"EMILIA-ROMAGNA";"PC";"CASTELVETRO PIACENTINO";"SUINI(DOMESTICI)";NA;NA;10.01661;45.07547;"N";2022-03-11;2022-03-11 11:00:00
"LOMBARDIA";"PV";"TRAVACO' SICCOMARIO";"CINGHIALE(SELVATICI)";NA;NA;9.162157;45.151994;"N";2022-03-14;2022-03-15 00:00:00
"LIGURIA";"SV";"ZUCCARELLO";"SUINI(DOMESTICI)";NA;NA;8.1134;44.122444;"N";2022-01-29;2022-01-29 10:30:00
"LIGURIA";"SV";"CELLE LIGURE";"CINGHIALE(SELVATICI)";NA;NA;8.540558;44.34481;"N";2022-04-11;2022-04-12 00:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"LIGURIA";"SV";"ALBISSOLA MARINA";"CINGHIALE(SELVATICI)";NA;NA;8.500259;44.325486;"N";2022-01-30;2022-01-30 10:15:00
"PIEMONTE";"CN";"BERNEZZO";"CINGHIALE(SELVATICI)";NA;NA;7.430896;44.389783;"N";2022-01-18;2022-01-19 00:00:00
"PIEMONTE";"CN";"CORTEMILIA";"CINGHIALE(SELVATICI)";NA;NA;8.192209;44.580758;"N";2022-04-29;2022-04-29 13:00:00
"LIGURIA";"GE";"BOGLIASCO";"CINGHIALE(SELVATICI)";NA;NA;9.070569;44.387718;"N";2022-04-29;2022-04-29 15:00:00
"LOMBARDIA";"PV";"BADIA PAVESE";"CINGHIALE(SELVATICI)";NA;NA;9.468869;45.121747;"N";2022-02-21;2022-02-22 00:00:00
"PIEMONTE";"AL";"CAPRIATA D'ORBA";"CINGHIALE(SELVATICI)";NA;NA;8.682314;44.731587;"N";2022-01-08;2022-01-08 18:00:00
"PIEMONTE";"AL";"QUATTORDIO";"CINGHIALE(SELVATICI)";NA;NA;8.384101;44.922231;"N";2022-01-09;2022-01-09 11:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.1617;44.8596;"N";2022-01-21;2022-01-22 00:00:00
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.235605;44.35632;"N";2022-04-07;2022-04-07 09:00:00
"PIEMONTE";"AL";"QUARGNENTO";"CINGHIALE(SELVATICI)";NA;NA;8.49799;44.942568;"N";2022-02-03;2022-02-03 12:45:00
"PIEMONTE";"CN";"VICOFORTE";"CINGHIALE(SELVATICI)";NA;NA;7.877165;44.368403;"N";2022-03-05;2022-03-05 10:45:00
"PIEMONTE";"CN";"CUNEO";"CINGHIALE(SELVATICI)";NA;NA;7.55036;44.403673;"N";2022-04-20;2022-04-20 19:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-01-31;2022-01-31 15:30:00
"PIEMONTE";"AL";"CAMAGNA MONFERRATO";"SUINI(DOMESTICI)";NA;NA;8.449431;45.01517;"N";2022-01-03;2022-01-03 10:00:00
"PIEMONTE";"AL";"BISTAGNO";"CINGHIALE(SELVATICI)";NA;NA;8.379028;44.664228;"N";2022-04-18;2022-04-18 15:00:00
"LIGURIA";"SV";"VEZZI PORTIO";"CINGHIALE(SELVATICI)";NA;NA;8.364476;44.218062;"N";2022-01-30;2022-01-31 00:00:00
"PIEMONTE";"AT";"SETTIME";"CINGHIALE(SELVATICI)";NA;NA;8.119918;44.967403;"N";2022-04-29;2022-04-29 11:00:00
"EMILIA-ROMAGNA";"PC";"CORTEMAGGIORE";"SUINI(DOMESTICI)";NA;NA;9.92658;45.00296;"N";2022-01-25;2022-01-25 10:00:00
"PIEMONTE";"CN";"OSTANA";"CINGHIALE(SELVATICI)";NA;NA;7.190532;44.686857;"N";2022-01-13;2022-01-13 17:40:00
"PIEMONTE";"AL";"OCCIMIANO";"CINGHIALE(SELVATICI)";NA;NA;8.47375;45.08293;"N";2022-03-17;2022-03-17 13:00:00
"PIEMONTE";"AL";"ACQUI TERME";"CINGHIALE(SELVATICI)";NA;NA;8.494419;44.679688;"N";2022-01-10;2022-01-10 17:30:00
"PIEMONTE";"CN";"VEZZA D'ALBA";"CINGHIALE(SELVATICI)";NA;NA;8.007628;44.778266;"N";2022-01-10;2022-01-11 00:00:00
"PIEMONTE";"AL";"MERANA";"CINGHIALE(SELVATICI)";NA;NA;8.307415;44.507574;"N";2022-03-25;2022-03-25 15:00:00
"PIEMONTE";"AT";"VINCHIO";"CINGHIALE(SELVATICI)";NA;NA;8.3246;44.806638;"N";2022-03-25;2022-03-25 11:00:00
"PIEMONTE";"AL";"SAN SALVATORE MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.564642;45.008898;"N";2022-02-23;2022-02-23 10:00:00
"PIEMONTE";"AL";"CASSINE";"CINGHIALE(SELVATICI)";NA;NA;8.507145;44.741733;"N";2022-02-23;2022-02-23 10:15:00
"LIGURIA";"SV";"CARCARE";"CINGHIALE(SELVATICI)";NA;NA;8.29615;44.354152;"N";2022-01-10;2022-01-11 00:00:00
"PIEMONTE";"AT";"MONTIGLIO MONFERRATO";"SUINI(DOMESTICI)";NA;NA;8.136629;45.027222;"N";2022-03-15;2022-03-15 16:00:00
"LOMBARDIA";"PV";"CODEVILLA";"CINGHIALE(SELVATICI)";NA;NA;9.059029;44.963082;"N";2022-01-28;2022-01-29 00:00:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-21;2022-03-21 10:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.971497;44.408761;"N";2022-01-24;2022-01-24 11:00:00
"LIGURIA";"SV";"SASSELLO";"CINGHIALE(SELVATICI)";NA;NA;8.470212;44.510921;"N";2022-01-26;2022-01-26 17:30:00
"LIGURIA";"GE";"BARGAGLI";"CINGHIALE(SELVATICI)";NA;NA;9.109903;44.43764;"N";2022-04-24;2022-04-24 12:30:00
"PIEMONTE";"AL";"CASALE MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.398554;45.130489;"N";2022-02-20;2022-02-20 16:00:00
"PIEMONTE";"CN";"NIELLA BELBO";"CINGHIALE(SELVATICI)";NA;NA;8.089404;44.525728;"N";2022-02-21;2022-02-21 15:30:00
"PIEMONTE";"CN";"POCAPAGLIA";"CINGHIALE(SELVATICI)";NA;NA;7.872541;44.712816;"N";2022-02-14;2022-02-14 08:30:00
"PIEMONTE";"AL";"ROCCAFORTE LIGURE";"CINGHIALE(SELVATICI)";NA;NA;9.029274;44.675238;"N";2022-01-11;2022-01-11 09:00:00
"LOMBARDIA";"PV";"VAL DI NIZZA";"CINGHIALE(SELVATICI)";NA;NA;9.191708;44.882244;"N";2022-03-21;2022-03-22 00:00:00
"LIGURIA";"GE";"BUSALLA";"SUINI(DOMESTICI)";NA;NA;8.93961;44.5616;"N";2022-02-28;2022-03-01 00:00:00
"LOMBARDIA";"PV";"CASEI GEROLA";"CINGHIALE(SELVATICI)";NA;NA;8.94913;45.00003;"N";2022-01-28;2022-01-29 00:00:00
"EMILIA-ROMAGNA";"PC";"BORGONOVO VAL TIDONE";"CINGHIALE(SELVATICI)";NA;NA;9.46502;44.983646;"N";2022-02-26;2022-02-26 09:25:00
"PIEMONTE";"AT";"VALFENERA";"SUINI(DOMESTICI)";NA;NA;7.926684;44.881789;"N";2021-12-29;2021-12-29 09:30:00
"PIEMONTE";"AL";"CAPRIATA D'ORBA";"CINGHIALE(SELVATICI)";NA;NA;8.682292;44.755348;"N";2022-03-05;2022-03-05 18:00:00
"LIGURIA";"GE";"SORI";"CINGHIALE(SELVATICI)";NA;NA;9.114249;44.368249;"N";2022-03-23;2022-03-24 00:00:00
"PIEMONTE";"CN";"CERVERE";"CINGHIALE(SELVATICI)";NA;NA;7.776726;44.617194;"N";2022-04-08;2022-04-08 11:30:00
"PIEMONTE";"AL";"CASALE MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.452134;45.114107;"N";2022-01-15;2022-01-15 15:40:00
"LIGURIA";"SV";"CELLE LIGURE";"CINGHIALE(SELVATICI)";NA;NA;8.553014;44.348759;"N";2022-04-21;2022-04-22 00:00:00
"PIEMONTE";"CN";"FOSSANO";"SUINI(DOMESTICI)";NA;NA;7.668157;44.529489;"N";2022-04-13;2022-04-13 10:00:00
"LIGURIA";"GE";"RECCO";"CINGHIALE(SELVATICI)";NA;NA;9.154348;44.370112;"N";2022-05-03;2022-05-03 14:00:00
"PIEMONTE";"AL";"FELIZZANO";"CINGHIALE(SELVATICI)";NA;NA;8.414418;44.880532;"N";2022-04-25;2022-04-25 23:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.856388;44.469166;"N";2022-03-04;2022-03-04 11:15:00
"PIEMONTE";"AT";"NIZZA MONFERRATO";"CINGHIALE(SELVATICI)";NA;NA;8.316259;44.769833;"N";2022-04-07;2022-04-07 10:20:00
"LIGURIA";"GE";"SANTA MARGHERITA LIGURE";"CINGHIALE(SELVATICI)";NA;NA;9.213659;44.334574;"N";2022-05-03;2022-05-03 20:15:00
"PIEMONTE";"AL";"MONTECASTELLO";"CINGHIALE(SELVATICI)";NA;NA;8.690133;44.946536;"N";2022-04-30;2022-04-30 22:00:00
"LIGURIA";"SV";"CELLE LIGURE";"CINGHIALE(SELVATICI)";NA;NA;8.531777;44.357625;"N";2022-02-27;2022-02-28 00:00:00
"PIEMONTE";"CN";"BALDISSERO D'ALBA";"CINGHIALE(SELVATICI)";NA;NA;7.879218;44.777035;"N";2022-02-17;2022-02-17 14:15:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.90181;44.47385;"N";2022-02-09;2022-02-09 10:00:00
"LIGURIA";"GE";"RECCO";"CINGHIALE(SELVATICI)";NA;NA;9.149312;44.370259;"N";2022-02-23;2022-02-24 00:00:00
"PIEMONTE";"AL";"MASIO";"CINGHIALE(SELVATICI)";NA;NA;8.419016;44.862457;"N";2022-04-21;2022-04-22 00:00:00
"PIEMONTE";"AL";"CREMOLINO";"CINGHIALE(SELVATICI)";NA;NA;8.594401;44.632226;"N";2022-04-06;2022-04-06 14:15:00
"PIEMONTE";"AL";"ALESSANDRIA";"CINGHIALE(SELVATICI)";NA;NA;8.621893;44.940393;"N";2022-04-01;2022-04-01 15:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.951135;44.40843;"N";2022-03-31;2022-04-01 00:00:00
"LIGURIA";"GE";"RONCO SCRIVIA";"CINGHIALE(SELVATICI)";NA;NA;8.94008;44.5901;"N";2022-03-31;2022-03-31 11:15:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.9627;44.3999;"N";2022-03-13;2022-03-14 00:00:00
"EMILIA-ROMAGNA";"PC";"CARPANETO PIACENTINO";"CINGHIALE(SELVATICI)";NA;NA;9.80961;44.91056;"N";2022-01-19;2022-01-19 15:30:00
"PIEMONTE";"AL";"MASIO";"SUINI(DOMESTICI)";NA;NA;8.451836;44.864002;"N";2022-03-16;2022-03-16 11:00:00
"PIEMONTE";"AL";"VOLPEDO";"SUINI(DOMESTICI)";NA;NA;9.008274;44.887529;"N";2022-01-12;2022-01-12 12:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.776846;44.455708;"N";2022-04-17;2022-04-17 15:00:00
"LOMBARDIA";"PV";"RETORBIDO";"CINGHIALE(SELVATICI)";NA;NA;9.046093;44.945533;"N";2022-01-18;2022-01-19 00:00:00
"LIGURIA";"GE";"GENOVA";"CINGHIALE(SELVATICI)";NA;NA;8.978142;44.455425;"N";2022-01-28;2022-01-29 00:00:00
"PIEMONTE";"AL";"QUATTORDIO";"CINGHIALE(SELVATICI)";NA;NA;8.398177;44.908738;"N";2022-05-04;2022-05-04 12:00:00
"LIGURIA";"GE";"RAPALLO";"CINGHIALE(SELVATICI)";NA;NA;9.233889;44.349821;"N";2022-05-04;2022-05-04 09:00:00
